x	y
0	2
0	2
1	2
2	3
3	2
4	5
7	2
8	9
15	2
16	17
31	2
32	33
63	2
64	65
127	2
128	129
255	2
256	257
511	2
512	513
1023	2
1024	1025
2047	2
2048	2049
4095	2
4096	4097
8191	2
8192	8193
16383	2
16384	16385
32767	2
32768	32769
65535	2
65536	65537
131071	2
131072	131073
262143	2
262144	262145
524287	2
524288	524289
999999	48580
